"Knowledge base name","Article title","Article subtitle","Article language","Article URL","Article body","Category","Subcategory","Keywords","Last modified date","Status","Archived"
"Centro de ajuda","Configurando disparo de Tags GTM","","pt","https://ajuda.engaged.com.br/configurando-disparo-de-tags-gtm","","","","","2022-04-28T12:30:39.169Z","DRAFT","false"
"Centro de ajuda","What question is your article answering?","","pt","https://ajuda.engaged.com.br/-temporary-slug-70b19139-c401-42e3-a91e-8a2d242f8221","","","","","2022-12-28T12:44:58.109Z","DRAFT","false"
"Centro de ajuda","Dicionário de Siglas e Palavras mais utilizadas no mercado de Tecnologia Educacional","Neste artigo você irá encontrar o significado de algumas siglas e palavras como ROI, CAC, EAD, CPC, CS, LMS, HMTL. Para que você tenha maior familiaridade com os conteúdos do mercado.","pt","https://ajuda.engaged.com.br/dicionário-de-siglas-e-palavras-mais-utilizadas-no-mercado-de-tecnologia-educacional","<p>Siglas e Termos são muito são utilizadas em nosso dia a dia, principalmente quando tratamos de temas de inovação. Por esse motivo, grande parte dos conteúdos disponíveis sobre o tema requerem do leitor um conhecimento prévio desses termos, para que ele consiga entender o conteúdo por completo e tirar melhor proveito do aprendizado.</p>
<p><br><strong>Clique nas Siglas ou Termos em inglês para aprender mais:</strong></p>
<p>ROI</p>
<p>CAC</p>
<p>CPC</p>
<p>CTR</p>
<p>ROAS</p>
<p>CPL</p>
<p>CPM</p>
<p>CS</p>
<p>LMS</p>
<p>KPI</p>
<p>Benchmark</p>
<p>MVP</p>
<p>POC</p>
<p>Pitch</p>
<p>Stakeholder</p>
<p>EAD</p>
<p>Invite</p>
<p>Take rate</p>
<p>Checkout</p>
<p>Produto Perpétuo</p>
<p>MRR</p>
<p>ARR</p>
<p>Break Even</p>
<p>&nbsp;</p>
<p><strong>ROI</strong></p>
<p>Significado: Return over investment<br>Tradução: Retorno sobre o investimento</p>
<p>O que é:&nbsp;</p>
<p>&nbsp;</p>
<p><strong>CAC</strong><br>Significado: Customer acquisition cost</p>
<p>Tradução: Custo de aquisição de cliente</p>
<p>O que é:</p>
<p>&nbsp;</p>
<p><strong>CPC</strong></p>
<p>Significado: Cost-per-click<br>Tradução: Custo por Clique</p>
<p>&nbsp;</p>
<p><strong>CTR</strong></p>
<p>Significado: Clickthrough rate</p>
<p>Tradução: Taxa por click</p>
<p>O que é: número de cliques recebidos pelo seu anúncio dividido pelo número de vezes que ele foi exibido</p>
<p>&nbsp;</p>
<p><strong>ROAS</strong></p>
<p>Significado: Return on ad spend</p>
<p>Tradução: Retorno sobre valor em anúncios</p>
<p>O que é:</p>
<p>&nbsp;</p>
<p><strong>CPL</strong></p>
<p>Significado:&nbsp;</p>
<p>&nbsp;</p>
<p><strong>CPM</strong></p>
<p>Significado:&nbsp;</p>
<p>&nbsp;</p>
<p><strong>CS</strong></p>
<p>Significado: Customer Success</p>
<p>Tradução: Significado do Cliente</p>
<p>&nbsp;</p>
<p><strong>LMS</strong></p>
<p>Significado: Learn Management System</p>
<p>Tradução: Sistema de gestão de aprendizagem.</p>
<p>&nbsp;</p>
<p><strong>KPI</strong></p>
<p>Significado: Key Performance Indicator</p>
<p>Tradução: Indicador chave de desempenho</p>
<p>&nbsp;</p>
<p><strong>Benchmark</strong></p>
<p>Significado:</p>
<p>&nbsp;</p>
<p><strong>MVP</strong></p>
<p>Significado: Minimum Viable Product</p>
<p>Tradução: Produto Mínimo Viável</p>
<p>&nbsp;</p>
<p><strong>POC</strong></p>
<p>Significado: Proof of Concept</p>
<p>Tradução: Prova de Conceito</p>
<p>&nbsp;</p>
<p><strong>Pitch</strong></p>
<p>Significado: Apresentação curta e direta sobre uma empresa ou projeto, feita no tempo médio de 1 minuto.</p>
<p>&nbsp;</p>
<p><strong>Stakeholder</strong></p>
<p>Significado: Todos os grupos de pessoas ou organizações que podem ter algum tipo de interesse pelas ações de uma determinada empresa ou projeto</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","","","","2023-01-02T12:10:36.104Z","DRAFT","false"
"Centro de ajuda","Posso integrar a EngagED com o Moodle?","","pt","https://ajuda.engaged.com.br/posso-integrar-a-engaged-com-o-moodle","
Posso integrar a EngagED com o Moodle?  Vinícius Mendes de Souza<p>Sim, a EngagED tem integração nativa com o <b>Moodle</b>. Se você quer implementar essa integração, entre em contato com o nosso suporte <a href=""mailto:suporte@engaged.com.br"" rel=""nofollow noopener noreferrer"" target=""_blank"">suporte@engaged.com.br</a>. Será um prazer desenvolver esse trabalho com a sua escola.</p>
Encontrou sua resposta?   ","EngagED Sales","Integrações","","2021-12-09T18:57:08.007Z","DRAFT","true"
"Centro de ajuda","Como sincronizar meu curso EngagED EAD com minha turma EngagED","","pt","https://ajuda.engaged.com.br/como-sincronizar-meu-curso-engaged-ead-com-minha-turma-engaged","<html>
 <head></head>
 <body>
   Como sincronizar meu curso EngagED EAD com minha turma EngagED Já criou e configurou seu curso no ambiente EngagED EAD e agora deseja sincronizar com sua turma? Confira este passo-a-passo! Vinícius Mendes de Souza
  <p>Após ter <a href=""http://engaged-20984747.hs-sites.com/knowledge/criação-de-curso-no-ambiente-ead"" data-is-internal-link=""true"">criado seu curso no ambiente EngagED EAD</a> e já ter finalizado a configuração de seu curso, o próximo passo é, assim que desejar, realizar a sincronização deste curso com a turma da EngagED.</p>
  <p><b><i>OBS: caso não tenha entendimento sobre o que acontece ao sincronizar seu curso EAD com sua turma na EngagED, dê uma pausa na leitura deste artigo e leia este artigo antes (<a href=""http://engaged-20984747.hs-sites.com/knowledge/o-que-acontece-quando-meu-curso-engaged-ead-é-conectado-com-minha-turma-da-engaged"" data-is-internal-link=""true"">O que acontece quando meu curso EngagED EAD é conectado com minha turma da EngagED?</a>)</i></b></p>
  <h3>Conectando/sincronizando seu curso EngagED EAD à sua turma na EngagED</h3>
  <p>Após ter <a href=""http://engaged-20984747.hs-sites.com/knowledge/o-que-acontece-quando-meu-curso-engaged-ead-é-conectado-com-minha-turma-da-engaged"" data-is-internal-link=""true"">tomado esta decisão</a>:</p>
  <p>1. Acesse o formulário de criação e sincronização de cursos EAD por meio do seguinte link:</p>
  <p><a href=""https://app.pipefy.com/public/form/iWZcShl1"" target=""_blank"" rel=""nofollow noopener noreferrer"">Formulário de criação e sincronização de curso EAD</a></p>
  <p>2. Preencha o <b>e-mail do seu usuário da EngagED</b>, e em seguida selecione a opção <b>""Já criei meu curso no ambiente EAD, quero sincronizar minha turma da EngagED com meu curso EAD""</b></p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2828121716cf813ea06e144ffc5d4ba48image.png"">
  <p>3. Acesse seu painel administrativo da EngagED (admin.engaged.com.br) e copie o link referente à turma da EngagED que deseja sincronizar com o curso EngagED EAD correspondente (para ter certeza de que copiou o link certo, certifique-se de que o link em questão contenha ""/turma"". Link de exemplo: <a href=""https://admin.engaged.com.br/#/nomedasuaconta/turma/5d7c2a3045f53866fac367bb/5eecb4476069e000079d1d02"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://admin.engaged.com.br/#/nomedasuaconta/turma/5d7c2a3045f53866fac367bb/5eecb4476069e000079d1d02</a>)</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio28280745238ed721b4da870cdca529955Large+GIF+(1270x656).gif"">
  <p>Acessando a página de perfil da turma e copiando o link</p>
  <p>4. Volte ao formulário, e cole o link que acabou de copiar no campo ""<b>Link administrativo da sua turma na EngagED</b>""</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio28281264807562f64c2b6f46e39040302image.png"">
  <p>5. Acesse seu curso no Studio EngagED EAD (studio.lms.engaged.com.br).</p>
  <p>6. Copie o link do curso EngagED EAD que deseja sincronizar (<b>atenção: </b>para se certificar de que copiou o link correto, certifique-se de que o link contém ""<b>/course</b>"". Ex: <a href=""https://studio.lms.engaged.com.br/course/course-v1:ensimais+CVMCE+TG"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://studio.lms.engaged.com.br/course/course-v1:ensimais+CVMCE+TG</a>)</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio282811793e8ba9e2c7ee5f1604b55031fLarge+GIF+(1196x738).gif"">
  <p>Obtendo link do curso EAD</p>
  <p>7. Volte ao formulário, e preencha o campo ""<b>Link do curso EAD já configurado</b>"" com o link que recém copiou</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio282812871c9203694e0b312bd9ac36d3cimage.png"">
  <p>8. Feito isso, clique em ""Enviar""</p>
  <p>Pronto! Agora é só aguardar, no prazo de <b>até 2 dias úteis</b> seu curso EAD será sincronizado com sua turma da EngagED. Para lembrar o que acontece neste momento, veja novamente <a href=""http://engaged-20984747.hs-sites.com/knowledge/o-que-acontece-quando-meu-curso-engaged-ead-é-conectado-com-minha-turma-da-engaged"" data-is-internal-link=""true"">este post em nossa central de ajuda explicando em detalhes</a>.</p>
  <p>Você será avisado por e-mail assim que seu curso EAD estiver sincronizado com sua turma.</p>
  <p>Vamos juntos!</p> Encontrou sua resposta? 
 </body>
</html>","","","","2021-12-09T19:43:48.930Z","DRAFT","true"
"Centro de ajuda","Como inserir e utilizar o módulo avançado de PDF","","pt","https://ajuda.engaged.com.br/como-inserir-e-utilizar-o-módulo-avançado-de-pdf","<html>
 <head></head>
 <body>
   Como inserir e utilizar o módulo avançado de PDF Felipe Tomazetti 😁
  <p><i>Tempo estimado de leitura: 4 minutos</i></p>
  <p>Após já ter liberado os módulos avançados, vamos agora inserir PDFs como material dentro dos cursos.</p>
  <p><i>Ainda não tem os módulos liberados? Veja como <b><a href=""http://engaged-20984747.hs-sites.com/knowledge/liberando-módulos-avançados"" data-is-internal-link=""true"">liberar módulos avançados</a>.</b></i></p>
  <h3>Inserindo e utilizando o módulo de PDF</h3>
  <p><b>1 -</b> Acesse seu ambiente administrativo Studio EAD (<a href=""https://studio.lms.engaged.com.br/"" rel=""nofollow noopener noreferrer"" target=""_blank"">studio.lms.engaged.com.br</a>) (para clientes com a URL personalizada, acesse o link que lhe permite acesso ao ambiente administrativo).</p>
  <p><b>2 -</b> Selecione o curso que deseja configurar o PDF (em nosso exemplo ""Como vender mais com a engagED - Turma Growth"").</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293186254b13c232ec4abb540f78608ecimage.png"">
  <p><b>3 -</b> Clique em ""Conteúdo"" e depois ""Arquivos e Envios"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293186780f34817585a45d8b8ee1745ceimage.png"">
  <p><b>4 -</b> Clique em ""Browse your computer"" e anexe o PDF que tem interesse em inserir como material.</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio29318739055c882da1554aa4ca26abd0aimage.png"">
  <p><b>5 -</b> Após anexado, verá a imagem na lista de arquivos. Clique em ""Studio"" para copiar o link de acesso direto ao PDF, e o reserve (o link será utilizado posteriormente).</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293191560e25da8bd14b3b5430772571dimage.png"">
  <p><b>6 -</b> Em seguida, acesse a ""Unidade"" onde você quer inserir o material e depois o ícone ""Avançado"", selecionando o módulo de ""PDF"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293192860ab380a42bc05a2c1d272d95eimage.png"">
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2931933637e4c12d337e74e8de7814828image.png"">
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293196310266f05009fe3fbf0b0601f93image.png"">
  <p><b>6 -</b> Após selecionar o módulo, clique em ""Editar"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio29319788658cbe814aed32e12296b1425image.png"">
  <p>E insira o <b>link salvo no passo 5 </b>no campo <b>URL do PDF</b> e clique em ""Registre-se"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2931981600cff97730597fffd3a8ca40cimage.png"">
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293200002ab1b22eb844633de586239d2image.png"">
  <p>Pronto! Nesse momento o PDF já se encontra configurado.</p>
  <p>Caso queira ver como ficou, basta <a href=""http://engaged-20984747.hs-sites.com/knowledge/como-saber-como-meus-alunos-vêem-a-grade-de-meu-curso"" data-is-internal-link=""true"">visualizar a grade de seu curso na perspectiva de aluno</a>.</p> Encontrou sua resposta? 
 </body>
</html>","","","","2021-12-09T19:43:22.952Z","DRAFT","true"
"Centro de ajuda","O que fazer se houver erro de digitação no endereço de e-mail de minha inscrição?","","pt","https://ajuda.engaged.com.br/o-que-fazer-se-houver-erro-de-digitação-no-endereço-de-e-mail-de-minha-inscrição","
O que fazer se houver erro de digitação no endereço de e-mail de minha inscrição?  Vinícius Mendes de Souza<img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio529606947fd7295aad6672077d85b55b40-login.png""><p>Você pode editar qualquer informação de conta clicando no seu nome, no canto superior da tela. Para ter acesso a este menu, é preciso que você tenha feito o login na EngagED.</p>
Encontrou sua resposta?   ","Dúvidas de Alunos","Inscrição","","2021-12-09T19:23:25.741Z","DRAFT","true"
"Centro de ajuda","Posso integrar a EngagED com a Eadbox?","","pt","https://ajuda.engaged.com.br/posso-integrar-a-engaged-com-a-eadbox","
Posso integrar a EngagED com a Eadbox?  Vinícius Mendes de Souza<p>Sim, a EngagED tem integração nativa com a <b>Eadbox</b>. Se você quer implementar essa integração, entre em contato com o nosso suporte <a href=""mailto:suporte@engaged.com.br"" rel=""nofollow noopener noreferrer"" target=""_blank"">suporte@engaged.com.br</a>. Será um prazer desenvolver esse trabalho com a sua escola.</p><p>Uma vez feita a integração, você poderá habilitar as turmas que terão a integração. Quando o seu aluno finalizar a inscrição, na tela de Boas Vindas aparecerá um botão chamado <b>Acessar Conteúdo Online</b>. A partir desse botão, seu aluno será redirecionado da EngagED para a <b>EadBox</b>.<br></p><img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio136019250552a358245b17b649266246aScreen+Shot+2019-07-22+at+13.25.32.png"">
Encontrou sua resposta?   ","EngagED Sales","Integrações","","2021-12-09T19:22:42.501Z","DRAFT","true"
"Centro de ajuda","Como inserir e utilizar o módulo do Vimeo","","pt","https://ajuda.engaged.com.br/como-inserir-e-utilizar-o-módulo-do-vimeo","<html>
 <head></head>
 <body>
   Como inserir e utilizar o módulo do Vimeo Felipe Tomazetti 😁
  <p><i>Tempo estimado de leitura: 2 minutos</i></p>
  <p>Após já ter liberado os módulos avançados, vamos agora inserir vídeos como material dentro dos cursos.</p>
  <p><i>Ainda não tem os módulos liberados? Veja como <b><a href=""http://engaged-20984747.hs-sites.com/knowledge/liberando-módulos-avançados"" data-is-internal-link=""true"">liberar módulos avançados</a>.</b></i></p>
  <h3>Inserindo e utilizando o módulo do Vimeo responsivo</h3>
  <p><b>1 -</b> Acesse seu ambiente administrativo Studio EAD (<a href=""https://studio.lms.engaged.com.br/"" rel=""nofollow noopener noreferrer"" target=""_blank"">studio.lms.engaged.com.br</a>) (para clientes com a URL personalizada, acesse o link que lhe permite acesso ao ambiente administrativo).</p>
  <p><b>2 -</b> Selecione o curso que deseja configurar o banner (em nosso exemplo ""Como vender mais com a engagED - Turma Growth"").</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio293186209e596a3fe42704e06f8680023image.png"">
  <p><b>3 -</b> Em seguida, acesse a ""Unidade"" onde você quer inserir o vídeo e depois o ícone ""HTML"", selecionando o módulo de ""Raw HTML"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio33364979697a0b00c588ebd5a124a13e7image.png"">
  <p><b>4 - </b>Após selecionar o módulo, clique em ""Editar"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio333650039afbea6237a325ac53b9af8a1image.png"">
  <p>Selecione <b>todo o conteúdo</b> que aparecer e apague<b>.</b></p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio33365085809e5d7b652bdd1bcb777d28fimage.png"">
  <p>Após apagar o conteúdo você, irá precisar inserir o código a ser utilizado abaixo, alterando <b>apenas</b> a parte que se encontra em negrito no código, com o ID do vídeo do Vimeo (são números), que podem ser encontrados na URL do seu vídeo no Vimeo. </p>
  <p>Exemplo:</p>
  <p>URL vídeo do Vimeo: <a href=""https://vimeo.com/"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://vimeo.com/</a><b>467136407</b></p>
  <p>ID do vídeo nesta URL: <b>467136407</b></p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio3336568990bff4bc2ecb56285dc94c727image.png"">
  <p><b>Código a ser utilizado:</b></p>
  <p>&lt;style&gt;</p>
  <p>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</p>
  <p>&lt;/style&gt;</p>
  <p>&lt;div class='embed-container'&gt;</p>
  <p>&lt;iframe src='<a href=""https://player.vimeo.com/video/"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://player.vimeo.com/video/</a><b>id_link_video_vimeo_aqui</b>' frameborder='0' webkitAllowFullScreen mozallowfullscreen allowFullScreen&gt;&lt;/iframe&gt;</p>
  <p>&lt;/div&gt;</p>
  <p>Abaixo você pode ver como fica o código inserido, utilizando o ID do vídeo exemplo (<b>467136407)</b></p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio3336588539237c5618b3a20abf83cb8e1image.png"">
  <p>Lembre-se de alterar também o título do seu módulo, para que não fique como <b>Raw HTML</b>, deixando customizado com o texto que identificar se encaixar da melhor forma.</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio33366132429e90730df8928352518f00fimage.png"">
  <p>Pronto! Nesse momento o vídeo já se encontra configurado, e será responsivo para aqueles alunos que quiserem assistir também pelo celular e tablet!</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio333662368d1c87a2c2b550a3e44982e37image.png"">
  <p>Caso queira ver como ficou, basta <a href=""http://engaged-20984747.hs-sites.com/knowledge/como-saber-como-meus-alunos-vêem-a-grade-de-meu-curso"" data-is-internal-link=""true"">visualizar a grade de seu curso na perspectiva de aluno</a>.</p> Encontrou sua resposta? 
 </body>
</html>","","","","2021-12-09T19:43:22.952Z","DRAFT","true"
"Centro de ajuda","Como inserir uma imagem de banner na grade do curso?","","pt","https://ajuda.engaged.com.br/como-inserir-uma-imagem-de-banner-na-grade-do-curso","<html>
 <head></head>
 <body>
   Como inserir uma imagem de banner na grade do curso? Se deseja incluir uma imagem como banner na grade de seu curso, este artigo explica o passo a passo. Vinícius Mendes de Souza
  <p>Caso queira configurar uma imagem de banner, como na imagem abaixo, na grade de seu curso, este artigo irá abordar o passo-a-passo deste procedimento.</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2853930379e28d010664cb3a46053fef9image.png"">
  <h3>Inserindo uma imagem como banner na grade do curso</h3>
  <p>1 - Acesse seu ambiente administrativo Studio EAD (<a href=""https://studio.lms.engaged.com.br/"" target=""_blank"" rel=""nofollow noopener noreferrer"">studio.lms.engaged.com.br</a>) (para clientes com a URL personalizada, acesse o link que lhe permite acesso ao ambiente administrativo).</p>
  <p>2 - Selecione o curso que deseja configurar o banner (em nosso exemplo ""Como vender mais com a engagED - Turma Growth"").</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio285394350c5b415a136b0e9899f4639edimage-1.png"">
  <p>3 - Clique em ""Conteúdo"" e depois ""Arquivos e Envios"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio285395518ba9958b48f6ad6db92c500abimage.png"">
  <p>4 - Clique em ""Browse your computer"" e anexe a imagem que tem interesse em deixar como banner.</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2853959241b3d4946173ad95792bb1fa6image.png"">
  <p>5 - Após anexada, verá a imagem na lista de arquivos. Clique em ""Web"" para copiar o link de acesso direto à imagem, e o reserve (o link será utilizado posteriormente).</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio285396912eccce05767a8f80c193fdeedimage.png"">
  <p>6 - Em seguida, clique em ""Configurações"" e depois ""Configurações Avançadas"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio285395098c2e8e4c030f708441ddf90a4image.png"">
  <p>7 - Role até a configuração de ""Outras configurações do Curso"".</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio285397661f4780653fe64eb8de3a7c8feimage.png"">
  <p>8 - Adicione a variável ""banner_image_url"" nesse campo. Para facilitar, copie o trecho de código abaixo para facilitar (não esqueça de copiar as aspas duplas """", dois pontos "" : "" e o ""https://"").</p>
  <p><code>{</code></p>
  <p><code> ""banner_image_url"": ""https://cole_o_link_copiado_web_do_banner_aqui""</code></p>
  <p><code>}</code></p>
  <p>9 - Em seguida, substitua o trecho do código acima <code>cole_o_link_copiado_web_do_banner_aqui</code> pelo link recém copiado ao ter clicado em ""Web"". O resultado final será similar à este:</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2853992708c889d988253c047cd447ab8image.png"">
  <p><b><i>Atenção: não se esqueça de adicionar o ""https://"" antes do link copiado ao clicar em ""Web"", do contrário não irá funcionar</i></b></p>
  <p>10 - Em seguida, basta clicar em ""Salvar alterações""</p>
  <img class=""private-image image-plugin-component"" src=""https://f.hubspotusercontent40.net/hubfs/20984747/Knowledge%20Base%20Import/downloads.intercomcdn.comio2853997008e7892196fb093e0eb096453image.png"">
  <p>Pronto! Nesse momento a imagem de banner já se encontra configurada.</p>
  <p>Caso queira ver como ficou, basta <a href=""http://engaged-20984747.hs-sites.com/knowledge/como-saber-como-meus-alunos-vêem-a-grade-de-meu-curso"" data-is-internal-link=""true"">visualizar a grade de seu curso na perspectiva de aluno</a>.</p> Encontrou sua resposta? 
 </body>
</html>","","","","2022-01-14T14:54:16.422Z","DRAFT","true"
